Level,Semester,GPA,Program,English in specialty,Human rights and the fight against corruption,Fundamentals of management,Calculus,Electronics,Fundamentals of computer science,Optical physics,Scientific and technical report writing,Discrete structures,Linear algebra,Probability and statistics,Programming,E-learning,Mutimedia,Advanced programming,Data structures,Logic design,Data communication,System analysis and design,Signals and systems,Operating systems,Software engineering,Computer network,Database system,Modeling and simulation,File organization and processing,Creative thinking,Computer graphics,Artificial intelligence,Information and computer networks security,Computer architecture and organization,Internet technology,Algorithms,Computer architecture,Advanced database systems,Advanced analysis and design of information systems,Concepts of porgramming languages,Genetic algorithms,Pattern recognition,Digital signals processing,Numerical methods,Advanced software engineering,Communication technology,Wireless and mobile networks,Data storage and retrieval,Advanced analysis and design of information systems,Data warehousing,Geographic information systems,Internet applications,Image processing,Advanced multimedia,Parallel processing,Project-1,Computer vision,Machine learning,Advanced computers networks,Selected Topics in information technology,Database design,Management information systems,Data mining,Selected topics in information systems,Neural networks,Knowledge based systems,Project-2,Compilers,Natural language processing,Embedded systems,Virtual reality,Distributed database,Quality assurance of information systems and programming,Output
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,1.14,general,51,63,71,48,73,60,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,1.39,general,89,63,71,80,73,60,0,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Data communication','System Analysis and design']"
2,1,1.66,general,89,63,71,80,73,60,,pc,pc,pc,pc,pc,pc,pc,73,63,,76,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems','Computer network','Database system ','Modeling and simulation','Software Engineering','File Organisation and Processing','Creative Thinking']"
2,2,2.12,it,89,63,71,80,73,60,,pc,pc,pc,pc,pc,pc,pc,73,63,93,76,73,,77,89,89,73,73,79,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Computer architecture
','Computer graphics ','Artificial intelligence','Algorithms','Internet technology','Information and Computer Networks Security']"
3,1,2.03,it,89,63,71,80,73,60,,pc,pc,pc,pc,pc,pc,pc,73,63,93,76,73,,77,89,89,73,73,79,81,79,66,60,,51,60,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Communication technology
','Digital signals processing
','Pattern recognition','Wireless and mobile networks','Numerical methods','Advanced software engineering']"
3,2,2.04,it,89,63,71,80,73,60,63,pc,pc,pc,pc,pc,pc,pc,73,63,93,76,73,79,77,89,89,73,73,79,81,79,66,60,,51,60,70,,,,,60,68,68,77,65,60,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced computers networks
','Advanced multimedia
','Image processing','Project-1','Computer vision ','Selected Topics in information technology']"
4,1,2.04,it,89,63,71,80,73,60,63,pc,pc,pc,pc,pc,pc,pc,73,63,93,76,73,79,77,89,89,73,73,79,81,79,66,60,,41,60,70,,,,,60,68,68,77,65,60,,,,,,60,77,,94,74,,64,70,,,,,,,,,,,,,,"['Neural networks','Knowledge based system','Project-2','Embedded systems','Virtual reality']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,2.49,general,60,78,81,81,79,65,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,2.49,general,60,78,81,81,79,65,66,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design','Data communication
','Signals and System','System Analysis and design']"
2,1,2.7,general,60,78,81,81,79,65,66,pc,pc,pc,pc,pc,pc,pc,79,85,76,88,60,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems','Computer network','Database system ','Modeling and simulation','Software Engineering','File Organisation and Processing','Creative Thinking']"
2,2,2.88,it,60,78,81,81,79,65,66,pc,pc,pc,pc,pc,pc,pc,79,85,76,88,60,91,82,97,86,87,88,79,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Computer architecture
','Computer graphics ','Artificial intelligence','Algorithms','Internet technology','Information and Computer Networks Security']"
3,1,2.92,it,60,78,81,81,79,65,66,pc,pc,pc,pc,pc,pc,pc,79,85,76,88,60,91,82,97,86,87,88,79,82,93,93,78,,75,78,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Communication technology
','Digital signals processing
','Pattern recognition','Wireless and mobile networks','Numerical methods','Advanced software engineering']"
3,2,2.93,it,60,78,81,81,79,65,66,pc,pc,pc,pc,pc,pc,pc,79,85,76,88,60,91,82,97,86,87,88,79,82,93,93,78,,75,78,76,,,,,70,83,89,80,83,85,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced computers networks
','Advanced multimedia
','Image processing','Project-1','Computer vision ','Selected Topics in information technology']"
4,1,2.9,it,60,78,81,81,79,65,66,pc,pc,pc,pc,pc,pc,pc,79,85,76,88,60,91,82,97,86,87,88,79,82,93,93,78,,75,78,76,,,,,70,83,89,80,83,85,,,,,,75,86,,91,84,,73,63,,,,,,,,,,,,,,"['Neural networks','Knowledge based system','Project-2','Embedded systems','Virtual reality']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,1.14,general,68,60,62,44,78,54,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,1.74,general,68,60,62,97,78,86,69,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design','Data communication
','Signals and System','System Analysis and design']"
2,1,1.88,general,68,60,62,97,78,86,69,pc,pc,pc,pc,pc,pc,pc,66,65,66,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems','Computer network','Database system ','Modeling and simulation','Software Engineering','File Organisation and Processing','Creative Thinking']"
2,2,2.19,it,68,60,62,97,78,86,69,pc,pc,pc,pc,pc,pc,pc,66,65,66,75,71,,71,,91,82,79,71,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Computer architecture
','Computer graphics ','Artificial intelligence','Algorithms','Internet technology','Information and Computer Networks Security']"
3,1,2.33,it,68,60,62,97,78,86,69,pc,pc,pc,pc,pc,pc,pc,66,65,66,75,71,88,71,,91,82,79,71,80,85,88,70,,72,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Communication technology
','Digital signals processing
','Pattern recognition','Wireless and mobile networks','Numerical methods','Advanced software engineering']"
3,2,2.32,it,68,60,62,97,78,86,69,pc,pc,pc,pc,pc,pc,pc,66,65,66,75,71,88,71,,91,82,79,71,80,85,88,70,,72,72,,,,,,63,72,72,85,71,64,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced computers networks
','Advanced multimedia
','Image processing','Project-1','Computer vision ','Selected Topics in information technology']"
4,1,2.33,it,68,60,62,97,78,86,69,pc,pc,pc,pc,pc,pc,pc,66,65,66,75,71,88,71,,91,82,79,71,80,85,88,70,,72,72,78,,,,,63,72,72,85,71,64,,,,,,64,77,,91,74,,69,63,,,,,,,,,,,,,,"['Neural networks','Knowledge based system','Project-2','Embedded systems','Virtual reality']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,2.3,general,83,52,66,95,70,78,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,2.3,general,83,52,66,95,70,78,62,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design','Data communication
','Signals and System','System Analysis and design']"
2,1,2.71,general,83,52,66,95,70,78,62,pc,pc,pc,pc,pc,pc,pc,67,85,91,93,67,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems','Computer network','Database system ','Modeling and simulation','Software Engineering','File Organisation and Processing','Creative Thinking']"
2,2,2.95,it,83,52,66,95,70,78,62,pc,pc,pc,pc,pc,pc,pc,67,85,91,93,67,95,79,98,96,93,86,89,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Computer architecture
','Computer graphics ','Artificial intelligence','Algorithms','Internet technology','Information and Computer Networks Security']"
3,1,3.03,it,83,52,66,95,70,78,62,pc,pc,pc,pc,pc,pc,pc,67,85,91,93,67,95,79,98,96,93,86,89,81,91,85,93,,87,76,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Communication technology
','Digital signals processing
','Pattern recognition','Wireless and mobile networks','Numerical methods','Advanced software engineering']"
3,2,2.99,it,83,52,66,95,70,78,62,pc,pc,pc,pc,pc,pc,pc,67,85,91,93,67,95,79,98,96,93,86,89,81,91,85,93,,87,76,83,,,,,60,84,74,85,85,86,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced computers networks
','Advanced multimedia
','Image processing','Project-1','Computer vision ','Selected Topics in information technology']"
4,1,3,it,83,52,66,95,70,78,62,pc,pc,pc,pc,pc,pc,pc,67,85,91,93,67,95,79,98,96,93,86,89,81,91,85,93,,87,76,83,,,,,60,84,74,85,85,86,,,,,,77,85,,92,83,,75,80,,,,,,,,,,,,,,"['Neural networks','Knowledge based system','Project-2','Embedded systems','Virtual reality']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,1.92,general,67,66,45,86,72,70,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,2.11,general,67,66,85,86,72,70,63,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design','Data communication
','Signals and System','System Analysis and design']"
2,1,2.08,general,67,66,85,86,72,70,63,pc,pc,pc,pc,pc,pc,pc,49,70,69,71,68,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems','Computer network','Database system ','Modeling and simulation','Software Engineering','File Organisation and Processing','Creative Thinking']"
2,2,2.49,it,67,66,85,86,72,70,63,pc,pc,pc,pc,pc,pc,pc,49,70,69,71,68,93,91,91,83,90,83,85,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Computer architecture
','Computer graphics ','Artificial intelligence','Algorithms','Internet technology','Information and Computer Networks Security']"
3,1,2.52,it,67,66,85,86,72,70,63,pc,pc,pc,pc,pc,pc,pc,49,70,69,71,68,93,91,91,83,90,83,85,81,75,83,72,,84,75,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Communication technology
','Digital signals processing
','Pattern recognition','Wireless and mobile networks','Numerical methods','Advanced software engineering']"
3,2,2.59,it,67,66,85,86,72,70,63,pc,pc,pc,pc,pc,pc,pc,97,70,69,71,68,93,91,91,83,90,83,85,81,75,83,72,,84,75,69,,,,,69,84,70,81,77,80,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced computers networks
','Advanced multimedia
','Image processing','Project-1','Computer vision ','Selected Topics in information technology']"
4,1,2.74,it,67,66,85,86,72,70,63,pc,pc,pc,pc,pc,pc,pc,97,70,69,71,68,93,91,91,83,90,83,85,81,75,83,72,,84,75,69,,,,,69,84,70,81,77,80,,,,,,80,90,,95,89,,93,89,,,,,,,,,,,,,,"['Neural networks','Knowledge based system','Project-2','Embedded systems','Virtual reality']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,2.01,general,88,65,83,61,68,79,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,2,general,88,65,83,61,68,79,68,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design','Data communication
','Signals and System','System Analysis and design']"
2,1,2.48,general,88,65,83,61,68,79,68,pc,pc,pc,pc,pc,pc,pc,70,86,81,85,73,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems','Computer network','Database system ','Modeling and simulation','Software Engineering','File Organisation and Processing','Creative Thinking']"
2,2,2.65,it,88,65,83,61,68,79,68,pc,pc,pc,pc,pc,pc,pc,70,86,81,85,73,95,66,93,79,82,93,85,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Computer architecture
','Computer graphics ','Artificial intelligence','Algorithms','Internet technology','Information and Computer Networks Security']"
3,1,2.66,it,88,65,83,61,68,79,68,pc,pc,pc,pc,pc,pc,pc,70,86,81,85,73,95,66,93,79,82,93,85,80,66,82,87,,73,72,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Communication technology
','Digital signals processing
','Pattern recognition','Wireless and mobile networks','Numerical methods','Advanced software engineering']"
3,2,2.51,it,88,65,83,61,68,79,68,pc,pc,pc,pc,pc,pc,pc,70,86,81,85,73,95,66,93,79,82,93,85,80,66,82,87,,73,72,66,,,,,48,70,63,84,67,69,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced computers networks
','Advanced multimedia
','Image processing','Project-1','Computer vision ','Selected Topics in information technology']"
4,1,2.54,it,88,65,83,61,68,79,68,pc,pc,pc,pc,pc,pc,pc,70,86,81,85,73,95,66,93,79,82,93,85,80,66,82,87,,73,72,66,,,,,48,70,63,84,67,69,,,,,,65,87,,92,88,,63,70,,,,,,,,,,,,,,"['Neural networks','Knowledge based system','Project-2','Embedded systems','Virtual reality']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,1.71,general,77,61,69,86,69,56,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,1.57,general,77,61,69,86,69,79,48,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design','Data communication
','Signals and System','System Analysis and design']"
2,1,1.78,general,77,61,69,86,69,79,48,pc,pc,pc,pc,pc,pc,pc,68,68,66,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems','Computer network','Database system ','Modeling and simulation','Software Engineering','File Organisation and Processing','Creative Thinking']"
2,2,2.2,it,77,61,69,86,69,79,48,pc,pc,pc,pc,pc,pc,pc,68,68,66,77,,,68,89,83,,79,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Computer architecture
','Computer graphics ','Artificial intelligence','Algorithms','Internet technology','Information and Computer Networks Security']"
3,1,2.37,it,77,61,69,86,69,79,48,pc,pc,pc,pc,pc,pc,pc,68,68,66,77,84,,68,89,83,88,79,85,75,87,86,79,,78,76,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Communication technology
','Digital signals processing
','Pattern recognition','Wireless and mobile networks','Numerical methods','Advanced software engineering']"
3,2,2.54,it,77,61,69,86,69,79,89,pc,pc,pc,pc,pc,pc,pc,68,68,66,77,84,89,68,89,83,88,79,85,75,87,86,79,,78,76,76,,,,,70,88,88,86,82,77,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced computers networks
','Advanced multimedia
','Image processing','Project-1','Computer vision ','Selected Topics in information technology']"
4,1,2.63,it,77,61,69,86,69,79,89,pc,pc,pc,pc,pc,pc,pc,68,68,66,77,84,89,68,89,83,88,79,85,75,87,86,79,,78,76,76,,,,,70,88,88,86,82,77,,,,,,86,82,,91,80,,81,82,,,,,,,,,,,,,,"['Neural networks','Knowledge based system','Project-2','Embedded systems','Virtual reality']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,2.31,general,75,77,63,89,66,72,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,2.31,general,75,77,63,89,66,72,60,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design','Data communication
','Signals and System','System Analysis and design']"
2,1,2.71,general,75,77,63,89,66,72,60,pc,pc,pc,pc,pc,pc,pc,77,87,75,87,80,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems','Computer network','Database system ','Modeling and simulation','Software Engineering','File Organisation and Processing','Creative Thinking']"
2,2,2.89,it,75,77,63,89,66,72,60,pc,pc,pc,pc,pc,pc,pc,77,87,75,87,80,90,73,96,86,92,91,83,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Computer architecture
','Computer graphics ','Artificial intelligence','Algorithms','Internet technology','Information and Computer Networks Security']"
3,1,2.88,it,75,77,63,89,66,72,60,pc,pc,pc,pc,pc,pc,pc,77,87,75,87,80,90,73,96,86,92,91,83,79,90,87,75,,74,73,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Communication technology
','Digital signals processing
','Pattern recognition','Wireless and mobile networks','Numerical methods','Advanced software engineering']"
3,2,2.88,it,75,77,63,89,66,72,60,pc,pc,pc,pc,pc,pc,pc,77,87,75,87,80,90,73,96,86,92,91,83,79,90,87,75,,74,73,81,,,,,62,84,82,93,80,79,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced computers networks
','Advanced multimedia
','Image processing','Project-1','Computer vision ','Selected Topics in information technology']"
4,1,2.87,it,75,77,63,89,66,72,60,pc,pc,pc,pc,pc,pc,pc,77,87,75,87,80,90,73,96,86,92,91,83,79,90,87,75,,74,73,81,,,,,62,84,82,93,80,79,,,,,,74,82,,92,85,,71,74,,,,,,,,,,,,,,"['Neural networks','Knowledge based system','Project-2','Embedded systems','Virtual reality']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,1.68,general,64,72,69,68,71,64,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,1.73,general,64,72,69,68,71,64,69,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design','Data communication']"
2,1,1.83,general,64,72,69,68,71,64,69,pc,pc,pc,pc,pc,pc,pc,65,65,60,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems','Computer network','Modeling and simulation','Software Engineering','File Organisation and Processing']"
2,2,1.78,it,64,72,69,68,71,64,69,pc,pc,pc,pc,pc,pc,pc,65,65,60,73,,,50,90,69,,66,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Signals and System','Algorithms','Internet technology','Information and Computer Networks Security']"
3,1,1.96,it,64,72,69,68,71,64,69,pc,pc,pc,pc,pc,pc,pc,65,65,60,73,53,95,86,90,69,54,66,71,83,,,73,,78,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Communication technology
','Digital signals processing',''Wireless and mobile networks','Advanced software engineering']"
3,2,2.05,it,64,72,69,68,71,64,69,pc,pc,pc,pc,pc,pc,pc,65,65,60,73,53,95,86,90,69,54,66,71,83,,,73,,78,70,,,,,,,78,,83,76,68,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced computers networks
','Advanced multimedia
','Image processing','Computer vision ','Artificial intelligence','Selected Topics in information technology']"
4,1,2.1,it,64,72,69,68,71,64,69,pc,pc,pc,pc,pc,pc,pc,65,65,60,73,53,95,86,90,69,54,66,71,83,,79,73,,78,70,,,,,,,78,,83,76,68,,,,,,62,76,,,75,,71,63,,,,,,,,,,,,,,"['Neural networks','Knowledge based system','Project-1','Embedded systems','Virtual reality','Pattern recognition']"
0,0,0,general,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['English in specialty','Human rights and the fight against corruption','Fundamentals of management','Calculus ','Electronics
','Fundamentals of computer science','Optical physics']"
1,1,3.09,general,88,79,69,94,91,92,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Scientific and technical report writing
','Discrete structures ','Linear algebra ','Probability and statistics','Programming','E-learning','Mutimedia']"
1,2,3.09,general,88,79,69,94,91,92,79,pc,pc,pc,pc,pc,pc,pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced programming','Data structures','Logic design ','Data communication
','System analysis and design','Signals and systems']"
2,1,3.18,general,88,79,69,94,91,92,79,pc,pc,pc,pc,pc,pc,pc,68,89,89,99,82,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Operating systems ','Software engineering
','Computer network',' Database system','Modeling and simulation','File organization and processing
','Creative thinking ']"
2,2,3.44,is,88,79,69,94,91,92,79,pc,pc,pc,pc,pc,pc,pc,68,89,89,99,82,95,97,97,96,97,95,93,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Advanced database systems','Advanced analysis and design of information systems
','Artificial intelligence ',' Algorithms','Information and computer networks security
','Internet technology']"
